TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
calendar.TimeTable,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,2,25,191,129374,1502060174260,0.9743589743589743,111111111111101111011111111111111111111111111111111111111111111111111111111111,0.9622641509433962,11111111111111010111111111111111111111111111111111111,1.0,111111111,0,0,8,5,0.973568281938326,11111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111011111111111111111111111101111111111111111111111101111111111111011111111111111111111111111111111111111111110111111111111111111111111111,0.4166666666666667,010101000110,1.0,1111,1.0,1111,0.9622641509433962,11111111111110110111111111111111111111111111111111111
