TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.Life,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,3,12,242,115087,1499057324972,0.9574468085106383,11111011111111111111111111111111111101111111111,0.9591836734693877,1111111111110111111111111111110111111111111111111,1.0,1111,0,0,4,3,0.9256965944272446,11101110111110111111111111111111111111011111111111101111110100000000001111111111101111111110111111111111111111111111111111111111111111111111111111111111111111111011011111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111011111111111111011,0.5,01001011,1.0,111111,1.0,111111,0.9591836734693877,1111111111110111111111111111110111111111111111111
